time_in_shelter_days,age_upon_outcome_(years),age_upon_outcome_(days)
5.19,0.082191781,30
5.19,2,730
1.03,3,1095
13.92,0.575342466,210
12.82,2,730
11.11,1,365
1.8,1,365
1.81,3,1095
6.9,3,1095
4.92,0.246575342,90
7.98,0.246575342,90
5.01,0.246575342,90
5.95,1,365
3.01,1,365
8.24,0.739726027,270
0.29,1,365
1.01,0.082191781,30
1.01,0.082191781,30
1.01,0.082191781,30
1.01,0.082191781,30
1.01,0.082191781,30
1.01,0.082191781,30
1.01,0.082191781,30
1.01,0.082191781,30
0.09,6,2190
6.16,2,730
5.33,2,730
0.96,2,730
3.19,0.246575342,90
15.02,4,1460
4.1,2,730
0.06,3,1095
12.13,1,365
11.19,8,2920
0.07,0.019178082,7
0.07,0.019178082,7
0.07,0.019178082,7
3.11,1,365
4.94,10,3650
20,2,730
0.09,5,1825
0.82,1,365
7.07,2,730
1.93,5,1825
7.73,1,365
3.86,0.164383562,60
12.2,2,730
13.16,1,365
4.23,1,365
5.06,0.657534247,240
4.21,0.246575342,90
4.21,0.246575342,90
0.09,0.082191781,30
1.18,3,1095
5.29,0.739726027,270
1.19,0.657534247,240
4.25,0.328767123,120
0.06,1,365
2.21,12,4380
42.25,2,730
0.58,0.082191781,30
0.58,0.082191781,30
0.58,0.082191781,30
11,0.082191781,30
0.01,2,730
8.07,1,365
11.03,2,730
0.16,16,5840
34.12,8,2920
31.81,11,4015
86.96,3,1095
38.98,1,365
6.91,0.164383562,60
56.06,3,1095
26.92,3,1095
13.12,3,1095
105.95,3,1095
8.98,1,365
1.9,2,730
6.8,2,730
6.8,3,1095
45.94,5,1825
10.84,4,1460
9.02,1,365
18.88,0.904109589,330
27.24,9,3285
0.12,1,365
20.17,2,730
2.18,0.246575342,90
29.96,0.164383562,60
1.14,0.739726027,270
5.21,4,1460
0.07,0.008219178,3
4.41,1,365
4.41,1,365
6.05,9,3285
14.01,10,3650
0.04,2,730
11.08,2,730
34.76,4,1460
4.72,8,2920
0,0.010958904,4
7.07,4,1460
9.8,8,2920
2.77,3,1095
3.33,0.164383562,60
12.14,0.410958904,150
3.23,0.164383562,60
2.34,0.164383562,60
2.23,0.164383562,60
11.11,1,365
50.26,2,730
2.16,3,1095
1.18,0.164383562,60
5.03,6,2190
52.09,2,730
2,0.164383562,60
3.98,0.164383562,60
4.07,0.164383562,60
4.26,1,365
12.2,0.493150685,180
0.11,0.493150685,180
4.18,0.493150685,180
1.89,0.076712329,28
5.15,0.164383562,60
4.11,0.164383562,60
58.13,1,365
4.31,2,730
16.95,1,365
6.11,1,365
4.85,1,365
0.9,2,730
0.94,2,730
0.9,0.164383562,60
0.29,0.739726027,270
29.03,0.821917808,300
34,0.739726027,270
0.45,0.082191781,30
5.23,0.164383562,60
0.08,2,730
5.21,0.657534247,240
1.13,0.657534247,240
9.06,8,2920
1.13,0.657534247,240
2.15,0.657534247,240
3.25,0.246575342,90
3.25,0.246575342,90
4.23,0.246575342,90
11.08,0.821917808,300
0.14,0.493150685,180
0.14,10,3650
22.2,0.493150685,180
108.99,1,365
7.04,1,365
15.05,5,1825
13.9,5,1825
5.09,2,730
7.12,0.493150685,180
31.96,0.739726027,270
8.97,2,730
11.12,2,730
5.09,1,365
7.07,13,4745
28.77,5,1825
31.02,0.739726027,270
9.01,2,730
5.93,2,730
4.96,0.082191781,30
4.89,0.082191781,30
20.27,2,730
8.29,13,4745
10.23,1,365
1,1,365
4.4,3,1095
39.14,2,730
4.2,0.246575342,90
38.19,11,4015
7.93,4,1460
0.15,2,730
4.98,0.410958904,150
5.17,2,730
0.92,2,730
2.04,6,2190
2.71,9,3285
48,6,2190
0.61,5,1825
65.76,2,730
0.46,0.164383562,60
0.03,1,365
4.18,0.657534247,240
2.14,3,1095
1.16,3,1095
6.18,1,365
22.18,0.164383562,60
22.25,0.164383562,60
23,0.164383562,60
0.03,0.328767123,120
23,0.164383562,60
6.16,2,730
5.24,0.410958904,150
12,1,365
8.14,2,730
11.38,2,730
11.38,2,730
12.06,5,1825
4.09,0.493150685,180
10.75,4,1460
0.96,1,365
30.05,1,365
4.92,9,3285
0.96,2,730
3.96,2,730
8.89,2,730
0.8,1,365
69.99,0.164383562,60
4.32,0.082191781,30
6.26,1,365
23.95,2,730
22.87,2,730
1.14,2,730
8.16,2,730
3.98,4,1460
0.16,1,365
14.51,1,365
14.98,2,730
2.08,0.821917808,300
2.01,1,365
8.22,2,730
4.18,0.328767123,120
13.19,2,730
2,0.493150685,180
6.24,1,365
4.22,1,365
4.22,1,365
15.18,1,365
24.15,1,365
0.14,2,730
29.9,1,365
6.89,1,365
47.84,1,365
6.88,6,2190
3.93,0.493150685,180
5.83,0.246575342,90
14.01,8,2920
14.01,8,2920
10.31,8,2920
0.07,1,365
6.85,0.575342466,210
4.25,0.328767123,120
9.94,2,730
2.1,2,730
0.9,1,365
1.17,0.164383562,60
0.19,3,1095
2,1,365
2,0.575342466,210
2,0.575342466,210
2.17,0.164383562,60
6.26,0.493150685,180
6.16,4,1460
5.21,0.575342466,210
6,2,730
5.14,1,365
7.19,2,730
3.15,0.164383562,60
3.22,0.164383562,60
2.27,0.164383562,60
2.15,0.164383562,60
4.19,0.164383562,60
4.03,0.164383562,60
5.14,0.164383562,60
5.21,0.164383562,60
1.05,3,1095
4.15,0.164383562,60
5.18,0.164383562,60
2.16,1,365
36.16,2,730
15.06,1,365
24.18,2,730
46,0.246575342,90
4.08,2,730
4.06,2,730
4.87,2,730
4.1,0.164383562,60
3.94,2,730
0.98,10,3650
5.22,2,730
4.37,1,365
21.06,1,365
42.22,1,365
3.2,0.657534247,240
1.14,5,1825
6.96,0.246575342,90
4.13,2,730
1.14,0.657534247,240
1.15,3,1095
1.14,11,4015
0.12,0.328767123,120
2.2,1,365
8.4,1,365
5.14,2,730
62.94,0.164383562,60
0.88,13,4745
0.01,2,730
0.06,8,2920
4.03,0.410958904,150
1.08,1,365
3.82,2,730
3.76,0.082191781,30
5.05,4,1460
1.82,8,2920
11.99,0.328767123,120
11.99,4,1460
32.01,0.493150685,180
2.01,3,1095
2.24,0.246575342,90
5.14,2,730
5.24,2,730
20.17,7,2555
31.01,0.164383562,60
0.16,10,3650
9.26,0.739726027,270
29.08,0.657534247,240
5.99,0.575342466,210
2.23,2,730
27.19,11,4015
9.93,3,1095
0.16,16,5840
2.96,1,365
23.82,2,730
0.92,2,730
2.08,2,730
32.09,2,730
11.19,1,365
0.09,0.575342466,210
4.88,11,4015
9.06,1,365
3.35,0.164383562,60
4.88,5,1825
0.09,0.082191781,30
11.09,1,365
0.09,0.082191781,30
0.09,0.082191781,30
0.09,0.082191781,30
0.09,0.082191781,30
5.79,0.328767123,120
4.82,1,365
3.09,0.164383562,60
7.97,2,730
5.07,0.082191781,30
5.07,0.082191781,30
5.1,0.082191781,30
3.99,0.082191781,30
5.71,1,365
0.16,0.164383562,60
3.94,0.164383562,60
3.89,0.164383562,60
3.93,0.164383562,60
3.9,0.164383562,60
0.55,1,365
0.15,1,365
2.07,3,1095
2.08,10,3650
7.21,1,365
4.08,2,730
4.07,0.082191781,30
4.07,0.082191781,30
4.07,0.082191781,30
17.19,1,365
8.31,1,365
32.42,0.328767123,120
1.29,2,730
9.27,2,730
1.23,2,730
30.2,2,730
12.06,2,730
10.94,2,730
27.01,2,730
0.02,2,730
4.9,10,3650
33.02,12,4380
4.03,0.410958904,150
4.81,2,730
1.03,1,365
0.21,0.904109589,330
7.14,0.904109589,330
7.01,0.739726027,270
0.93,1,365
0.02,2,730
6.69,2,730
1.1,1,365
1.97,8,2920
7.24,8,2920
15.15,2,730
1.27,0.246575342,90
6.24,0.164383562,60
13.5,12,4380
1.28,14,5110
25.23,10,3650
4.15,0.821917808,300
8.07,2,730
3.95,0.246575342,90
3.95,0.246575342,90
3.95,0.246575342,90
3.95,0.246575342,90
4.11,2,730
0.89,2,730
6.12,2,730
0.15,3,1095
11.12,7,2555
7.13,10,3650
17.98,3,1095
1.19,3,1095
7.07,3,1095
16.1,2,730
21.89,5,1825
7.03,3,1095
6.01,1,365
6.98,1,365
0.76,8,2920
10.95,0.164383562,60
10.95,0.164383562,60
10.97,1,365
15.23,1,365
0.66,4,1460
9.93,2,730
5.24,0.328767123,120
8.23,1,365
2.25,0.164383562,60
5.27,2,730
15.21,0.328767123,120
10.14,2,730
10.11,6,2190
55.01,2,730
0.12,0.082191781,30
0.1,0.082191781,30
0.11,0.082191781,30
6.92,0.904109589,330
13.15,0.821917808,300
2.03,0.739726027,270
5.12,3,1095
6.26,0.164383562,60
2.83,0.493150685,180
53.77,10,3650
0.88,4,1460
0.93,0.164383562,60
5.07,1,365
5.97,1,365
4.78,6,2190
22.95,0.164383562,60
6.91,0.739726027,270
0.4,1,365
5.25,0.493150685,180
22.19,0.246575342,90
1.05,10,3650
34.85,2,730
22.16,2,730
4.3,2,730
4.03,2,730
13.24,1,365
3.85,2,730
2.19,0.246575342,90
4.24,0.246575342,90
5.25,0.904109589,330
4.26,0.904109589,330
0.25,2,730
49.91,0.575342466,210
4.99,17,6205
31.1,2,730
1.19,0.246575342,90
1.2,0.246575342,90
1.18,0.246575342,90
0.87,1,365
4.99,3,1095
5.1,3,1095
57.11,0.904109589,330
77.84,1,365
5,11,4015
3.83,0.164383562,60
33.03,10,3650
16.02,10,3650
1.81,2,730
0.86,0.328767123,120
0.85,2,730
5.28,10,3650
1.13,2,730
34.14,2,730
4.3,2,730
22.53,2,730
5.29,0.164383562,60
7.08,0.164383562,60
5.24,0.164383562,60
5.2,1,365
4.25,0.246575342,90
63.23,0.739726027,270
3.15,11,4015
0.21,4,1460
6.16,2,730
3,12,4380
6.02,2,730
41.11,0.328767123,120
3.9,15,5475
0.1,0.164383562,60
10.06,1,365
0.06,3,1095
9.95,1,365
5.76,1,365
5.05,1,365
5.03,2,730
48.07,2,730
24.05,2,730
42.85,2,730
37.12,2,730
9.21,1,365
91.22,0.904109589,330
0.02,5,1825
5.16,0.328767123,120
5.16,0.328767123,120
2.18,1,365
27.12,1,365
2.95,2,730
5.11,0.246575342,90
5.09,0.164383562,60
34.03,4,1460
0.03,2,730
49.09,9,3285
10.66,0.575342466,210
57.43,5,1825
7.84,0.019178082,7
7.84,0.019178082,7
7.84,0.019178082,7
0.02,1,365
0.28,7,2555
0.28,12,4380
0.39,3,1095
2.22,2,730
4.04,8,2920
7.27,2,730
7.24,0.410958904,150
5,2,730
0.84,1,365
9.24,1,365
8.24,1,365
16.24,1,365
7.16,1,365
35.14,2,730
0.01,3,1095
9.19,0.821917808,300
5.1,0.164383562,60
22.06,1,365
0.1,0.082191781,30
0.1,0.082191781,30
0.1,0.082191781,30
7.11,0.328767123,120
0.1,0.082191781,30
7.05,1,365
80.85,3,1095
0.86,3,1095
0.82,1,365
2.03,1,365
4.91,1,365
3.79,2,730
29.37,0.164383562,60
35.06,0.164383562,60
8.35,0.164383562,60
4.24,0.821917808,300
26.31,0.821917808,300
4.18,0.164383562,60
4.24,5,1825
4.18,1,365
2.18,0.246575342,90
2.19,0.246575342,90
1.19,0.246575342,90
1.96,0.739726027,270
2.19,0.246575342,90
2.17,0.246575342,90
1.23,0.246575342,90
2.17,3,1095
4.1,1,365
4.09,1,365
4.12,8,2920
1.06,0.739726027,270
0.03,2,730
0.01,1,365
7.03,2,730
3.98,1,365
1.84,0.246575342,90
3.78,1,365
5.95,2,730
6.7,2,730
79.9,1,365
7.78,15,5475
62.55,1,365
0.16,0.246575342,90
11.13,1,365
0.01,1,365
2.93,1,365
34,1,365
3.15,0.575342466,210
6.26,2,730
68.25,2,730
1.01,0.328767123,120
1.08,0.328767123,120
1.12,0.328767123,120
10.94,10,3650
7.34,0.164383562,60
7.33,0.164383562,60
0.11,4,1460
0.03,1,365
3.78,0.739726027,270
3.77,1,365
0.96,1,365
0.7,10,3650
6.11,1,365
1.91,1,365
0.01,2,730
7.13,7,2555
71.83,3,1095
4.92,1,365
0,2,730
11.78,5,1825
0.56,3,1095
5.29,0.164383562,60
12.01,3,1095
0.46,4,1460
5.4,0.164383562,60
0.04,0.493150685,180
8.24,7,2555
1.15,0.739726027,270
5.26,6,2190
0.05,1,365
5.11,0.164383562,60
0.17,6,2190
0.06,5,1825
5.98,12,4380
5.19,8,2920
38.77,11,4015
1.22,11,4015
10.27,0.328767123,120
0.1,10,3650
5.07,6,2190
0.82,2,730
43.03,1,365
4.97,0.821917808,300
71.9,3,1095
7.07,0.575342466,210
8.78,2,730
0.2,8,2920
6.34,11,4015
0.03,2,730
19.19,0.164383562,60
6.2,0.164383562,60
71,2,730
4.23,2,730
5.13,1,365
18.14,2,730
5.11,0.164383562,60
1,16,5840
4.19,0.164383562,60
0.18,0.164383562,60
3.14,0.164383562,60
14.12,0.082191781,30
5.14,2,730
1.01,0.328767123,120
5.11,0.164383562,60
5.08,4,1460
5.12,0.164383562,60
41.92,1,365
33.13,3,1095
3.93,8,2920
3.05,7,2555
23,7,2555
7.1,5,1825
15.03,2,730
0.02,2,730
20.95,2,730
21.95,1,365
59.89,1,365
4.96,2,730
1.91,4,1460
0.03,15,5475
3.76,0.076712329,28
3.75,0.076712329,28
6.14,2,730
5.31,2,730
7.12,2,730
0.12,2,730
0.12,2,730
29.21,1,365
18.05,8,2920
3.21,1,365
13.08,1,365
4.17,1,365
5.18,0.493150685,180
3,3,1095
8.12,8,2920
3.09,10,3650
2,4,1460
0.11,6,2190
9.83,3,1095
53.1,0.246575342,90
5.86,0.164383562,60
3.07,1,365
0.04,0.019178082,7
0.04,0.019178082,7
0.04,0.019178082,7
92.14,1,365
20.98,0.493150685,180
1.91,0.246575342,90
29.92,4,1460
5.14,0.246575342,90
5.12,0.246575342,90
6.12,1,365
2.82,0.821917808,300
1.99,0.821917808,300
18.04,2,730
5.02,1,365
3.93,1,365
25.02,0.164383562,60
44.37,0.246575342,90
1.14,7,2555
83.37,5,1825
68.13,10,3650
29,5,1825
1.15,1,365
0.02,12,4380
13.21,0.410958904,150
6.18,2,730
6.21,0.246575342,90
0.09,6,2190
0.08,6,2190
1.03,6,2190
1.44,6,2190
11.77,1,365
9.17,0.657534247,240
0.39,0.657534247,240
9.17,0.575342466,210
0.39,0.575342466,210
2.24,14,5110
1.24,2,730
0.24,0.076712329,28
0.23,0.076712329,28
0.24,2,730
9.81,5,1825
0.05,1,365
5.25,1,365
7.97,1,365
9.26,0.657534247,240
3.07,1,365
5.23,0.410958904,150
9.86,16,5840
5.29,0.410958904,150
6.22,1,365
1.99,8,2920
0.22,1,365
1.99,2,730
25.04,12,4380
24.24,10,3650
6.2,0.493150685,180
6.2,0.493150685,180
15.12,1,365
3.94,0.246575342,90
5.89,5,1825
5.89,5,1825
47.1,5,1825
3.89,1,365
65.01,4,1460
2.12,5,1825
0.82,0.821917808,300
4.87,0.082191781,30
7.77,2,730
4.87,0.082191781,30
4.15,2,730
1.83,2,730
3.84,1,365
0.06,2,730
1.16,2,730
3.94,2,730
3.77,2,730
6.92,3,1095
1.96,1,365
0.42,1,365
0.42,1,365
0.42,1,365
11.78,4,1460
19.84,4,1460
0.36,1,365
0.35,1,365
5.98,1,365
33.16,2,730
30.3,2,730
0.26,11,4015
45.12,1,365
85.77,1,365
90.26,2,730
2,12,4380
3.11,10,3650
6.01,1,365
27.75,0.164383562,60
46.79,2,730
13.98,2,730
0.8,2,730
1.09,14,5110
69.15,1,365
5.15,2,730
7.12,10,3650
4.08,0.164383562,60
40.9,2,730
0.87,10,3650
66.03,3,1095
44.09,0.328767123,120
0.96,2,730
19.04,1,365
0.01,1,365
4.01,0.164383562,60
0,2,730
0.85,2,730
6.75,1,365
0.08,2,730
0.33,12,4380
0.12,6,2190
4.23,0.164383562,60
0.14,1,365
44.01,0.575342466,210
40.03,1,365
1.08,1,365
5.09,0.164383562,60
14.96,7,2555
31.08,2,730
4.04,3,1095
1.09,15,5475
0.05,2,730
17.13,1,365
3.01,0.821917808,300
3.92,0.821917808,300
7.93,2,730
8.08,2,730
15.24,2,730
3.4,0.164383562,60
10.98,1,365
9.33,1,365
4.35,2,730
37.93,3,1095
9.11,3,1095
3.26,1,365
2.14,0.657534247,240
16.81,0.410958904,150
1.92,2,730
20.02,1,365
71.98,5,1825
3.16,0.739726027,270
9.18,2,730
31.08,0.164383562,60
3.12,0.575342466,210
7.06,0.328767123,120
15.1,0.082191781,30
2.71,2,730
70.89,2,730
3.77,2,730
9.99,3,1095
44.06,3,1095
9.06,2,730
3.8,7,2555
3.99,0.164383562,60
0.83,3,1095
4,0.328767123,120
5.01,2,730
2.96,1,365
15.22,4,1460
5.3,1,365
4.21,0.164383562,60
1.1,10,3650
1.86,2,730
4.25,0.164383562,60
43.06,0.575342466,210
9.25,1,365
4.23,2,730
11.02,8,2920
6.03,0.246575342,90
4.11,0.493150685,180
8.23,0.493150685,180
0.07,1,365
0.07,1,365
3.99,0.410958904,150
4.06,0.164383562,60
4.12,0.164383562,60
66.77,0.164383562,60
4.08,0.164383562,60
0.8,2,730
36.05,1,365
0.8,2,730
4.11,0.328767123,120
1.51,1,365
7.33,0.821917808,300
4.07,0.657534247,240
1.28,1,365
4.31,1,365
4.26,1,365
0.01,2,730
4.27,2,730
62.16,0.328767123,120
0.11,2,730
0.95,4,1460
0.89,10,3650
21.98,0.821917808,300
4.18,0.328767123,120
4.21,0.328767123,120
0.92,0.164383562,60
4.05,0.164383562,60
4.07,0.164383562,60
4.13,0.164383562,60
4.05,0.164383562,60
0.71,1,365
25.24,1,365
3.93,2,730
3.29,2,730
6.16,2,730
4.28,0.164383562,60
0.2,12,4380
1.04,3,1095
9.24,2,730
0.05,1,365
5.29,2,730
0.05,2,730
4.29,2,730
4.26,0.164383562,60
2.04,0.493150685,180
0.25,0.739726027,270
4.07,0.164383562,60
4.08,1,365
38.25,1,365
24.22,0.082191781,30
24.15,0.082191781,30
30.99,0.164383562,60
24.24,0.082191781,30
24.25,0.082191781,30
25.19,0.082191781,30
25.19,0.082191781,30
25.19,0.082191781,30
5.04,0.493150685,180
0.03,3,1095
14.05,1,365
4.02,18,6570
4.04,2,730
4.99,0.246575342,90
19.84,0.246575342,90
6.02,1,365
0.91,3,1095
4.23,1,365
32.12,5,1825
6.07,1,365
79.89,2,730
0.92,0.328767123,120
4.04,5,1825
8.84,2,730
4.09,0.082191781,30
3.24,1,365
6.86,1,365
5.08,3,1095
0.1,4,1460
6.93,0.328767123,120
4.01,0.164383562,60
24.1,5,1825
24.95,8,2920
5.76,5,1825
5.76,5,1825
17.22,0.246575342,90
19.01,7,2555
5.08,1,365
4.13,1,365
3.22,0.657534247,240
4.25,0.246575342,90
4.24,4,1460
4.25,0.246575342,90
4.23,2,730
2.14,10,3650
4.21,2,730
0.05,1,365
4.17,0.821917808,300
0.26,3,1095
24.16,3,1095
19.11,3,1095
60.98,1,365
4.08,2,730
0.01,8,2920
4.83,7,2555
22.15,7,2555
24.83,7,2555
10.76,0.328767123,120
2,10,3650
3.99,3,1095
32.89,6,2190
2.79,0.821917808,300
10.18,1,365
6.16,5,1825
7.08,1,365
1.17,0.821917808,300
11.98,4,1460
42.18,3,1095
4.22,1,365
2.14,3,1095
4.19,0.082191781,30
3.23,2,730
3.22,1,365
7.95,3,1095
40.07,1,365
0.11,12,4380
7.85,1,365
1.14,0.328767123,120
4.27,0.246575342,90
7.16,3,1095
14.06,2,730
0.16,0.657534247,240
4.09,0.657534247,240
0.07,0.657534247,240
12.05,3,1095
0.93,7,2555
3.38,0.657534247,240
41.93,0.657534247,240
8.9,2,730
0.71,0.657534247,240
0.78,1,365
2.94,1,365
14.47,1,365
0.02,2,730
0.02,2,730
6.31,1,365
0.13,5,1825
7.21,0.821917808,300
1.3,0.246575342,90
6.23,0.657534247,240
2.18,1,365
2.18,0.082191781,30
2.19,0.082191781,30
2.19,0.082191781,30
2.19,0.082191781,30
2.19,0.082191781,30
17.33,1,365
4.18,2,730
50.05,3,1095
5.19,0.493150685,180
5.12,0.164383562,60
5.13,0.328767123,120
5.17,0.164383562,60
2.2,5,1825
0.17,4,1460
5.17,0.410958904,150
5.9,1,365
6.13,1,365
6.05,0.493150685,180
9.91,5,1825
4.06,5,1825
3.1,0.739726027,270
11.18,7,2555
36.82,0.246575342,90
20.86,10,3650
16.05,3,1095
2.7,9,3285
2.7,9,3285
1.38,1,365
47.18,1,365
27.14,2,730
5.19,0.328767123,120
0.36,2,730
17.32,0.246575342,90
14.07,2,730
0.12,2,730
4.28,0.164383562,60
4.26,0.164383562,60
7.15,0.328767123,120
4.16,1,365
4.99,2,730
12.94,0.657534247,240
7.14,0.164383562,60
7.23,2,730
1.14,2,730
5.87,6,2190
10.17,2,730
55.21,2,730
55.21,2,730
4.05,1,365
6.79,2,730
3.23,0.246575342,90
8.05,7,2555
4.92,1,365
1.14,3,1095
1.14,2,730
1.14,2,730
4.29,4,1460
7.24,0.904109589,330
1.24,0.164383562,60
6.23,6,2190
4.13,0.657534247,240
4.17,0.164383562,60
0.18,2,730
16.9,2,730
35.12,2,730
0.15,7,2555
0.05,3,1095
0.32,0.082191781,30
6,1,365
9.38,1,365
3.83,0.739726027,270
1.05,1,365
5.07,2,730
68.43,2,730
0.01,0.246575342,90
2.27,0.164383562,60
21.16,9,3285
10.12,9,3285
34.22,7,2555
5.11,5,1825
1.86,2,730
5.11,2,730
42.07,2,730
36.86,1,365
6.21,1,365
2.15,3,1095
1.88,3,1095
3.15,2,730
4.03,1,365
4.03,1,365
4.03,1,365
5.15,0.164383562,60
5.15,1,365
6.89,1,365
3.07,2,730
3.06,1,365
27.11,0.164383562,60
6.17,4,1460
6.07,2,730
2.91,6,2190
32.91,6,2190
3.93,3,1095
5.12,0.246575342,90
2.04,0.575342466,210
8.78,1,365
2.04,0.575342466,210
1.02,0.246575342,90
2.09,0.246575342,90
8.29,2,730
1.96,0.575342466,210
7.46,1,365
4.92,1,365
0.78,6,2190
4.81,1,365
6.93,8,2920
1.41,1,365
1.41,1,365
1.41,1,365
1.41,1,365
0.09,1,365
0.09,1,365
16.37,18,6570
1.07,8,2920
3.28,1,365
3.28,1,365
5.08,1,365
6.03,4,1460
5.85,1,365
4.96,1,365
11.85,1,365
2.68,3,1095
5.2,2,730
5.35,4,1460
8.2,1,365
0.34,4,1460
4.12,2,730
8.17,0.246575342,90
7.14,2,730
4.28,0.410958904,150
3.21,2,730
1,1,365
4.26,1,365
4.28,4,1460
2.28,4,1460
0.26,0.410958904,150
5.16,0.657534247,240
41.1,2,730
1.14,8,2920
56.99,1,365
1.15,1,365
0.01,2,730
2.91,0.657534247,240
16.93,3,1095
11.1,0.328767123,120
0.76,0.076712329,28
5.91,2,730
5.05,0.164383562,60
4.99,1,365
16.84,0.657534247,240
0.08,19,6935
0.85,2,730
7.93,10,3650
1.85,1,365
5.03,1,365
3.97,1,365
49.96,1,365
4.95,1,365
5,0.246575342,90
4.94,0.164383562,60
2.83,5,1825
0.28,1,365
20.17,1,365
15.72,0.904109589,330
0.63,1,365
0.05,13,4745
29.2,1,365
8.04,1,365
5.21,1,365
8.16,5,1825
5.25,3,1095
4.22,0.904109589,330
0.5,2,730
0.5,2,730
57.98,9,3285
0.21,0.821917808,300
9.15,0.821917808,300
4.23,0.164383562,60
4.91,7,2555
3.07,7,2555
4.11,0.328767123,120
11.98,4,1460
0.01,1,365
0.62,2,730
22.9,2,730
13.03,2,730
6.93,1,365
5.33,2,730
4.8,0.657534247,240
16.12,2,730
5.18,2,730
2.71,0.410958904,150
4.56,2,730
1.78,3,1095
3.93,1,365
1.1,2,730
22.77,2,730
8.76,2,730
2.53,2,730
0.09,2,730
4.98,2,730
3.98,0.246575342,90
22.38,6,2190
2.03,2,730
0.18,2,730
13.89,2,730
0.16,7,2555
6.24,1,365
1.06,0.410958904,150
4.2,2,730
7.91,2,730
0.93,2,730
4.07,1,365
7.8,2,730
51.14,2,730
3.14,1,365
4.13,0.246575342,90
4.07,2,730
0.78,2,730
1.95,1,365
6.02,1,365
5.75,1,365
10.02,0.493150685,180
17.71,0.821917808,300
0.75,2,730
38.5,5,1825
1.28,2,730
6.14,18,6570
0.27,3,1095
3.03,2,730
7.16,5,1825
4.09,0.493150685,180
2.03,2,730
0.04,2,730
4.22,0.164383562,60
0.23,0.246575342,90
41.92,2,730
1.04,2,730
4.12,0.246575342,90
4.09,0.246575342,90
63.92,2,730
4.09,0.164383562,60
4.1,0.164383562,60
3.88,12,4380
14.17,0.493150685,180
3.17,2,730
30.07,1,365
8.05,0.493150685,180
5.04,0.493150685,180
4.9,0.493150685,180
5.13,0.493150685,180
4.9,0.493150685,180
1.85,0.493150685,180
4,0.904109589,330
8.07,1,365
9.15,3,1095
0.77,12,4380
0.89,2,730
0.01,3,1095
0.99,0.328767123,120
4.31,0.328767123,120
8.28,1,365
8.28,1,365
10,8,2920
0.29,8,2920
0.03,1,365
6.98,2,730
0.13,7,2555
40.25,1,365
4.2,7,2555
0.06,13,4745
8.13,0.739726027,270
4.11,4,1460
5,6,2190
4.13,2,730
63.09,3,1095
2.07,0.246575342,90
62.89,4,1460
62.89,4,1460
2.25,0.246575342,90
0.68,4,1460
20.89,5,1825
13.05,2,730
0.98,2,730
4.05,5,1825
8,0.821917808,300
24.09,2,730
4.95,3,1095
0.93,1,365
0.2,2,730
0.44,16,5840
0.23,2,730
4.34,2,730
4.34,2,730
0.05,1,365
0.05,1,365
0.05,1,365
9.18,2,730
4.04,2,730
4.26,1,365
0.08,1,365
7.98,0.657534247,240
0.02,2,730
2.22,1,365
64.16,1,365
2.98,1,365
0.93,1,365
1.11,11,4015
3.98,1,365
4.13,2,730
3.04,0.082191781,30
3.95,0.082191781,30
11.87,1,365
7.04,1,365
1.79,2,730
29.02,0.575342466,210
4.95,0.493150685,180
1.82,2,730
1.82,0.493150685,180
5.98,0.821917808,300
28.23,4,1460
3.85,0.575342466,210
1.03,2,730
18.75,0.410958904,150
3.84,1,365
3.81,0.739726027,270
3.8,2,730
2.97,7,2555
21.52,5,1825
11.32,1,365
0.32,0.410958904,150
5.31,1,365
5.3,2,730
1.92,3,1095
11.31,3,1095
0.55,0.082191781,30
0.97,0.082191781,30
0.55,0.082191781,30
0.55,0.082191781,30
0.55,0.082191781,30
0.55,0.082191781,30
0.55,0.082191781,30
0.55,0.082191781,30
0.29,1,365
5.13,0.164383562,60
4.14,2,730
0.04,3,1095
3.92,1,365
